Venture_SKU,Homeroom_SKU
60088-002,1703400-01-118
GR19321,1610360-01-0
GR20915,1624378-03-23
GR18757,1604397-01-0
GR20934,1624384-03-23
18048-181,1711843-02-0
GR20942,1624343-02-23
GR18538,1602014-01-0
GR22108,1669825-01-0
GR18393,1600143-01-0
GR21808,1647646-01-0
GR18145,1601219-01-0
60025-003,1703406-01-136
GR21535,1702448-01-0
60051-004,1703325-01-48
GR20056,1652174-01-0
GR18026,1596870-01-0
GR22591,1699576-01-0
GR22628,1699572-01-0
60057-004,1703392-01-48
GR40200-180,1566825-02-0
GR20921,1624364-03-23
19984-980,1566905-03-0
19902-891,1574924-02-0
GR20112,1627089-01-0
GR20919,1624383-03-23
GR21015,1624353-02-22
GR20990,1624360-01-23
60071-001,1703379-01-345
9581-068,1607562-01-0
60067-002,1703335-01-118
60064-003,1703372-01-136
GR19151,1610276-01-0
60082-003,1703376-01-136
60080-003,1703321-01-136
GR894,1577728-01-0
GR18357,1691589-01-0
GR19656,1619063-01-0
60020-004,1703378-01-48
GR713,1596892-01-0
GR20994,1624354-02-23
GR19181,1610223-01-0
GR19252,1610250-01-0
GR19649,1619064-01-0
GR19201,1610232-01-0
9987-305,1560314-01-0
GR871,1577644-01-0
60078-003,1703414-01-136
1080-121L,1524025-01-2
GR20947,1624362-03-22
60031-004,1703330-01-48
GR20816,1624379-01-13
GR80300-100,1566887-03-0
GR21017,1624357-03-22
GR18769,1691597-01-0
GR42900-111,1566812-04-0
GR20946,1624391-01-23
GR20930,1624392-03-23
60005-002,1703397-01-118
GR20870,1625923-01-23
GR19377,1610329-01-0
GR739,1596897-01-0
GR172,1702365-01-0
GR19925,1627033-01-0
GR21119,1655287-03-22
60021-004,1703363-01-48
GR19707,1619039-01-0
GR18260,1691591-01-0
GR20885,1624342-01-23
GR20797,1624352-01-13
GR20923,1624358-02-23
GR20825,1624357-01-13
GR20841,1624361-03-13
GR716,1596890-02-0
GR20785,1624381-01-13
GR20197,1629121-02-0
60039-002,1703401-01-118
GR18104,1600100-01-0
GR107,1546653-01-0
GR762,1556351-02-0
GR91000-162,1566902-01-0
GR20865,1624371-01-23
GR18110,1600085-01-0
GR19497,1694790-01-0
GR21897,1647621-02-0
GR18150,1600093-01-0
GR21246,1648484-02-0
GR21607,1650110-01-0
GR22261,1673244-01-0
GR20590,1694974-01-0
GR21639,1650133-01-0
GR21370,1647489-01-0
GR22131,1673197-01-0
27702-890,1716958-01-0
GR21342,1648557-01-0
GR21330,1648548-01-0
GR18103,1600088-01-0
GR20664,1652200-01-0
GR22601,1699573-01-0
GR21588,1648682-01-0
GR21247,1648514-01-0
9585-075,1601330-01-0
GR21235,1650041-03-0
GR21065,1655276-02-23
GR21900,1650274-01-0
GR20284,1694863-01-0
GR21978,1702355-01-0
GR18555,1601998-01-0
GR21110,1655285-02-23
GR18556,1602105-01-0
15428-602,1651931-01-13
GR18154,1601280-01-0
GR21739,1648711-01-0
15418-601,1651942-02-23
GR21896,1647621-01-0
GR797,1652137-02-0
GR18653,1601875-01-0
GR19695,1626913-01-0
60097-001,1703352-01-345
60060-001,1703359-01-345
60067-004,1703335-01-48
15430-603,1651978-03-553
9589-445,1600250-01-0
9655-075,1600006-01-0
15444-602,1636637-01-22
GR763,1556351-01-0
65-305,1560325-02-0
60076-002,1703383-01-118
60048-002,1703388-01-118
GR20867,1624350-02-23
60048-004,1703388-01-48
GR20842,1624351-02-13
GR21012,1624372-01-22
GR19222,1652186-01-0
60032-001,1703410-01-345
60054-002,1703402-01-118
GR20507,1629067-01-0
GR19709,1619260-01-0
GR923,1577622-01-0
GR20913,1624383-01-23
60094-004,1703353-01-48
GR20208,1629122-01-0
15414-601,1691071-01-23
15543-700,1625454-01-0
GR431,1596866-01-0
GR20899,1624340-03-23
GR20986,1624340-01-23
GR20081,1627061-01-0
GR21297,1648526-01-0
GR21857,1647600-01-0
GR22620,1699571-01-0
GR939,1652202-01-0
15424-702,1651937-01-23
GR21850,1647581-01-0
GR18554,1602000-01-0
60083-003,1703413-01-136
GR18611,1602006-01-0
GR91000-175,1566891-03-0
9310-400,1560341-01-0
GR19304,1695253-01-0
15444-702,1636642-01-22
GR20568,1627028-01-0
60032-003,1703410-01-136
GR21055,1655278-02-23
GR20883,1624353-01-23
GR19702,1619035-01-0
GR69900-180,1564729-01-0
15981-108,1716950-01-716
17940-488,1528165-01-0
GR20927,1624342-03-23
GR20519,1629067-04-0
GR921,1577641-01-0
GR19136,1610303-01-0
GR91000-167,1566891-01-0
16073-104,1715046-01-716
19941-988,1558418-02-2
GR20950,1624370-02-22
1102-302,1560309-01-0
GR18541,1602094-01-0
15445-601,1636637-02-23
19941-906,1558418-03-2
GR864,1577612-01-0
GR20124,1619091-01-0
GR101,1558582-01-2
GR22615,1699712-01-0
GR19385,1610291-01-0
GR19373,1610277-01-0
60075-004,1703409-01-48
60035-001,1703329-01-345
60060-002,1703359-01-118
60036-004,1703356-01-48
60092-001,1703367-01-345
9982-305,1560340-01-0
GR20829,1624383-02-13
GR20163,1619057-01-0
GR20444,1629050-01-0
60075-002,1703409-01-118
16097-501,1726694-03-02
19923-488,1541415-02-0
GR21128,1655287-01-23
60099-002,1703331-01-118
GR810,1562561-02-0
GR19122,1610282-01-0
60062-001,1703382-01-345
9355-014,1560310-01-0
GR18583,1602119-01-0
GR20156,1619055-01-0
15414-602,1651929-03-22
GR21072,1655277-03-23
GR21026,1624347-02-22
GR19711,1619259-01-0
GR19135,1610304-01-0
GR20117,1626825-01-0
GR20945,1624393-03-23
GR960,1577726-01-0
15406-603,1651930-02-23
19993-685,1574538-02-0
GR129,1607571-01-0
67-305,1560351-02-0
GR19690,1626907-01-0
60065-003,1703371-01-136
GR18650,1602030-01-0
GR18164,1601262-01-0
GR21124,1655274-03-22
GR22605,1699577-01-0
GR19365,1610362-01-0
GR21061,1655275-01-23
9539-018,1600306-01-0
60042-001,1703342-01-345
60057-002,1703392-01-118
GR21223,1648509-01-0
60055-004,1703362-01-48
GR21811,1647626-01-0
GR14087,1694830-01-0
7230-004,1648594-02-0
GR19370,1610322-01-0
7114-005L,1601992-01-0
GR21420,1647526-01-0
18137-330,1715542-01-715
GR20153,1619043-01-0
GR20983,1624345-02-23
GR20803,1624375-01-13
GR20122,1619088-01-0
GR20910,1624361-02-22
GR20832,1624353-02-13
GR21006,1624387-01-23
GR20790,1624353-01-13
GR40400-180,1530214-01-0
GR20962,1624362-01-23
GR20111,1627073-01-0
GR20871,1625926-01-23
4231-622,1696794-01-0
GR20242,1626838-01-0
15999-557,1683604-01-200
60094-003,1703353-01-136
2052-001,1692153-01-0
50051-011,1744331-01-0
GR18381,1691590-01-0
GR18326,1691583-01-0
GR20635,1642948-01-0
GR20705,1652222-01-0
15678-155,1675492-01-713
GR18871,1604453-01-0
GR18873,1604452-01-0
GR21694,1650166-01-0
15626-250,1704613-02-0
9362-888,1600747-01-0
GR21761,1650727-02-0
60021-003,1703363-01-136
GR22715,1702349-01-0
GR18993,1604392-02-0
GR23873,1746120-01-0
3102-303,1696985-01-0
GR21307,1648483-01-0
GR18306,1601289-01-0
20010-102,1740897-02-0
30033-112,1746131-01-0
19992-101,1740912-02-0
GR36200-100,1652197-01-0
GR21589,1650104-01-0
GR21579,1650102-01-0
GR21597,1650106-01-0
GR21590,1648678-01-0
GR18779,1604411-01-0
GR22650,1696638-02-0
19984-125,1740877-02-200
15713-106,1740908-01-200
19983-125,1740865-02-39
16035-101,1746902-01-300
19980-108,1740859-01-39
19991-101,1740868-01-39
GR23429,1734314-02-0
GR23300,1734279-02-0
16057-503,1726703-02-31
1166-333,1699066-01-0
19902-805,1616163-05-0
GR20251,1694860-01-0
15001-888,1609190-01-0
GR22794,1702456-01-0
GR20368,1640341-01-0
GR20469,1627043-01-0
GR19881,1694952-01-0
GR19677,1619082-01-0
17025-002,1732936-01-0
GR307,1562114-01-0
GR18576,1602229-01-0
GR18567,1602224-01-0
GR18582,1602131-01-0
4029-620,1524028-01-2
GR18558,1602221-01-0
GR18186,1601237-01-0
GR18625,1602223-01-0
GR18192,1601233-01-0
GR18568,1602120-01-0
GR22078,1673185-01-0
15700-223,1675499-02-716
60005-003,1703397-01-136
GR19578,1618992-01-0
GR19587,1618963-01-0
GR19580,1618947-01-0
GR19583,1618980-01-0
GR19802,1619262-01-0
GR18738,1602088-01-0
GR21276,1650047-01-0
GR21914,1650282-01-0
GR20800,1624380-02-13
15950-205,1689708-02-151
19915-877,1730660-01-0
6181-400,1564677-01-0
GR22029,1673166-02-0
17054-503,1726713-01-93
GR21799,1647612-01-0
GR21491,1647435-01-0
GR18981,1604382-02-0
2091-333,1699065-01-0
4160-408,1645038-01-0
GR23183,1743399-01-0
29280-125,1748381-01-0
9295-400,1557104-01-0
6161-400,1566816-01-0
GR21672,1650145-01-0
GR21670,1648703-01-0
GR21457,1647483-01-0
GR18974,1604371-01-0
16027-101,1713572-03-44
19956-165,1740882-03-47
19973-102,1740867-01-44
19955-102,1740882-01-46
1101-306,1560356-04-0
19952-103,1740909-01-46
30145-113,1740890-01-47
19952-112,1740909-03-46
19969-100,1740884-01-848
19977-101,1740946-01-855
1029-400,1645052-02-0
60045-003,1703385-01-136
60047-003,1703320-01-136
GR18342,1600124-01-0
GR18719,1602063-01-0
2033-444,1748443-01-0
15931-502,1691083-01-651
18003-679,1541422-01-0
GR22023,1669920-03-0
GR23755,1746346-01-0
GR19153,1610316-01-0
GR18075,1596889-02-0
GR18073,1596889-01-0
15628-201,1708590-03-0
18072-201,1593487-01-0
6182-400,1566821-01-0
6133-003,1725548-01-0
15942-301,1695528-02-151
60033-004,1703316-01-48
15624-030,1715538-01-0
17064-001,1732972-01-0
17702-450,1528151-01-0
GR949,1577609-01-0
2127-402,1696636-01-0
GR16120-991,1530216-01-0
GR34900-200,1652201-01-0
GR20022,1694774-01-0
GR34500-200,1564803-01-0
9558-022,1600749-01-0
60005-100,1727940-01-0
15560-020,1708771-01-0
15501-884,1650543-04-0
45000-040,1744318-01-0
19973-330,1565861-03-45
GR984,1636675-01-0
GR20454,1629062-02-0
GR20661,1652233-01-0
1554-408,1648592-02-0
GR19317,1610334-01-0
GR14058,1694957-01-0
19902-810,1616165-02-0
19930-588,1541299-03-0
GR22229,1673220-01-0
GR19315,1610333-01-0
15922-602,1692856-01-743
15568-995,1666894-02-0
GR20372,1629099-05-0
GR22902,1743564-01-0
GR670,1694983-01-0
GR20361,1629108-01-0
GR23844,1746233-01-0
GR23491,1746211-01-0
60001-004,1703368-01-48
GR23857,1746226-01-0
GR19558,1626860-01-0
GR19444,1650216-01-0
9993-305,1560344-01-0
GR20074,1626982-01-0
GR23218,1743409-01-0
GR23201,1743408-01-0
GR23026,1722598-01-0
GR22970,1722589-01-0
15972-103,1722624-01-200
GR884,1577640-01-0
GR883,1577631-01-0
GR91000-178,1694924-01-0
GR19686,1626951-01-0
GR23492,1746209-01-0
15627-208,1708591-03-0
15624-255,1704611-04-0
9558-004,1725525-01-0
GR21562,1647487-04-0
9565-013,1648584-01-0
GR21823,1650249-01-0
GR23592,1746195-01-0
15358-205,1619244-02-0
GR18955,1604348-01-0
17010-502,1726695-04-02
GR20485,1629056-02-0
19935-205,1734379-01-0
GR958,1743432-01-0
16032-100,1726926-01-20
17701-999,1574547-01-0
2094-487,1696777-02-0
15624-080,1715139-01-0
4071-620,1523991-01-2
GR22145,1669866-01-0
GR19987,1694899-01-0
GR19670,1743291-01-0
15109-488,1711783-02-0
9997-305,1601179-01-0
50068-010,1744332-01-0
17702-458,1541300-01-0
GR16180-991,1530221-01-0
GR20244,1626842-01-0
GR36500-100,1564816-01-0
GR91000-133,1564706-01-0
GR91000-161,1564753-01-0
GR20285,1626862-01-0
GR19622,1743307-01-0
GR19528,1694789-01-0
GR434,1596904-02-0
GR22850,1722571-02-0
GR20058,1627069-01-0
GR11600-100,1564701-02-0
GR22936,1722579-01-0
GR20609,1743306-01-0
GR20065,1627081-01-0
GR91000-140,1564808-01-0
GR20221,1626993-01-0
GR22921,1743402-01-0
GR11800-100,1564731-01-0
GR22690,1702423-01-0
GR21536,1702421-01-0
GR22156,1673204-01-0
GR22407,1669146-01-0
GR432,1596866-03-0
7310-004,1601187-01-0
GR19328,1610239-01-0
GR91000-132,1564820-01-0
GR975,1694917-01-0
GR19672,1626972-01-0
GR632,1747040-01-0
GR20353,1626959-01-0
GR91000-156,1564799-01-0
GR19387,1610354-01-0
GR91000-138,1564827-01-0
GR19247,1610244-01-0
GR13800-000,1743305-01-0
GR443,1596879-01-0
GR20063,1627076-01-0
GR91000-151,1564813-01-0
GR13700-000,1564751-01-0
GR22222,1669175-01-0
GR91000-160,1564705-01-0
15624-101,1727930-01-0
15930-902,1691075-06-155
GR155,1607579-01-0
GR18825,1602236-01-0
19936-980,1541334-04-0
GR20655,1636679-01-0
GR19500,1626876-01-0
15016-955,1616139-01-0
42000-448,1744354-01-0
50056-011,1744330-01-0
GR22076,1669808-01-0
GR22084,1669810-01-0
GR22304,1685299-01-0
17700-877,1616154-06-0
GR19904,1745984-02-0
19936-480,1708763-01-0
GR20615,1636669-01-0
19986-334,1573237-02-45
19993-100,1740926-01-0
16042-101,1746903-01-715
15589-588,1672878-01-0
GR23093,1746058-01-0
GR22979,1743605-01-0
GR23266,1743353-01-0
15936-502,1691074-05-156
GR881,1577611-01-0
GR20662,1652278-01-0
GR19979,1619020-01-0
15940-204,1695527-03-151
GR19249,1610247-01-0
GR851,1577619-01-0
15995-505,1695525-02-21
9274-046,1564688-01-0
9278-408,1560302-01-0
GR21286,1650061-01-0
GR19046,1607509-01-0
GR21273,1648522-01-0
2132-408,1695248-01-0
19999-120,1713566-01-0
19972-334,1565861-02-41
GR21266,1650055-01-0
15515-888,1650539-01-0
GR22518,1694827-01-0
GR22848,1722568-01-0
GR22464,1669795-01-0
GR22909,1743352-01-0
2067-001,1696647-01-0
GR23749,1746327-01-0
GR23316,1734324-01-0
GR23324,1734327-02-0
GR23503,1746050-01-0
15999-502,1695546-01-24
15020-888,1671314-01-0
19987-335,1573237-01-209
15599-458,1672661-03-0
18048-110,1708772-01-0
18048-240,1711853-01-0
16011-109,1713585-01-44
15673-105,1675059-01-697
GR19548,1626843-01-0
GR22761,1702362-01-0
18026-337,1576109-01-41
17065-002,1732952-01-0
GR22186,1669892-01-0
GR22190,1669899-01-0
GR22447,1669901-01-0
18025-330,1576104-01-45
GR22185,1669893-01-0
15549-288,1666913-04-0
GR22451,1669894-02-0
GR22188,1669889-01-0
GR22358,1669119-01-0
GR22118,1669838-01-0
49000-160,1744308-01-0
15667-480,1674635-01-0
60028-003,1703411-01-136
60046-003,1703341-01-136
42000-327,1744366-01-0
GR19681,1619084-01-0
GR20073,1626986-01-0
GR23709,1746289-01-0
19960-995,1554055-01-0
1575-6011,1648566-01-0
GR20075,1626981-01-0
GR23788,1745963-01-0
15554-665,1670991-02-0
GR22361,1669121-01-0
16042-100,1726724-01-06
GR22353,1669114-02-0
18048-139,1708768-03-0
15350-149,1713571-03-0
15643-337,1674650-03-0
6014-001,1725537-01-0
15940-203,1695527-04-151
19986-331,1573237-05-45
GR20190,1627112-01-0
GR20188,1627113-01-0
19996-070,1732186-01-0
1005-195,1645045-01-0
GR953,1577604-01-0
GR986,1694945-01-0
GR19120,1610314-01-0
17701-440,1528132-01-0
29270-364,1748382-05-0
GR19316,1610313-01-0
GR961,1694849-01-0
20085-107,1746128-01-0
GR14018,1694765-02-0
GR23957,1745375-01-0
GR680,1694802-01-0
19923-300,1541415-01-0
19984-101,1740877-01-200
GR19633,1743290-01-0
GR20733,1636658-01-0
15013-189,1609179-01-0
GR554,1652274-02-0
GR549,1652268-01-0
GR20571,1627037-01-0
16074-502,1726699-01-32
17069-001,1732958-01-0
2037-001,1695247-01-0
GR19426,1743331-02-0
6045-002,1725554-01-0
15009-102,1711782-02-0
GR20090,1627054-01-0
GR20757,1636647-01-0
GR546,1652265-01-0
15554-888,1670991-01-0
GR23786,1745960-01-0
GR20040,1626946-01-0
GR22863,1743363-01-0
15694-420,1675058-03-697
GR22337,1669111-02-0
GR19205,1652230-01-0
15015-885,1616136-03-0
15519-365,1625584-02-200
20006-123,1740911-01-44
19963-166,1740861-01-46
GR19262,1610265-01-0
60011-004,1703384-01-48
18028-330,1628042-01-200
GR23882,1746338-02-0
15360-201,1619243-03-0
15683-195,1675496-01-715
9530-244,1690278-01-0
GR14046,1743324-01-0
15110-090,1708770-01-0
GR19753,1619120-01-0
GR22081,1669811-01-0
GR22305,1685296-01-0
GR22302,1685297-01-0
15028-884,1619235-01-0
16051-101,1716948-02-715
15599-580,1672661-02-0
GR18310,1600179-01-0
GR18316,1601292-01-0
GR22760,1702459-01-0
GR19260,1607539-01-0
GR22747,1702462-01-0
GR21578,1650716-02-0
GR18312,1601291-01-0
4140-400,1740906-01-0
9575-520,1600257-01-0
15559-660,1666909-04-0
GR23303,1734277-01-0
GR18089,1607583-01-0
9232-010,1566789-01-0
6107-766,1725520-01-0
15928-801,1691104-01-324
GR22700,1702410-01-0
16003-150,1691095-01-39
GR18658,1602113-01-0
GR21388,1647505-01-0
GR21372,1647495-01-0
GR21376,1647492-01-0
GR21598,1648689-01-0
GR21583,1650103-01-0
GR21592,1648683-01-0
GR91000-147,1564781-01-0
16613-156,1566813-02-0
GR21960,1650238-01-0
GR21404,1647484-02-0
GR20742,1636649-01-0
GR22068,1673175-01-0
GR21272,1648485-01-0
GR22037,1673177-03-0
GR18781,1604418-01-0
GR19003,1607622-01-0
GR21982,1702416-01-0
GR19044,1607502-01-0
9307-400,1566819-01-0
GR18774,1604404-01-0
GR18891,1604469-01-0
GR22085,1673189-01-0
GR437,1596923-01-0
19904-991,1528179-01-0
GR21425,1647529-01-0
GR21436,1647541-01-0
9317-027,1601193-01-0
GR21713,1650183-01-0
GR18269,1600178-02-0
GR91000-115,1562123-01-0
GR18511,1600177-02-0
GR18271,1600149-01-0
2104-075,1699589-01-0
15418-701,1651943-01-23
GR19455,1694785-01-0
15679-505,1675060-02-715
16080-511,1726698-01-32
17028-503,1726693-09-32
17014-006,1732931-01-0
GR19882,1694838-01-0
GR22043,1669922-02-0
GR22038,1673177-02-0
GR18092,1607586-01-0
16088-104,1716959-01-713
GR21678,1650160-01-0
GR18441,1601314-01-0
GR18445,1600183-01-0
GR21680,1650155-01-0
GR21679,1650154-01-0
GR19383,1610353-01-0
9297-400,1557095-01-0
GR18961,1604356-01-0
GR128,1562563-01-0
GR21866,1647602-01-0
16068-501,1726704-02-32
GR21943,1650288-01-0
1210-6010,1667742-01-0
9522-444,1599996-01-0
GR18780,1604415-01-0
GR18890,1604468-01-0
GR19043,1607504-01-0
9330-013,1564709-01-0
GR18775,1604410-01-0
GR21981,1702432-01-0
1524-408,1645008-01-0
GR23320,1734273-01-0
GR21686,1737313-01-0
GR18459,1604652-01-0
GR18461,1601232-01-0
GR18241,1601243-01-0
GR18250,1601241-01-0
9525-444,1599998-01-0
GR18656,1602218-01-0
GR20643,1636681-01-0
15406-602,1651930-03-23
15400-603,1651935-02-23
15110-031,1713560-01-0
60008-003,1703408-01-136
1026-400,1564690-01-0
GR21478,1647578-01-0
GR21403,1647514-01-0
1105-321,1648462-03-0
GR22319,1673182-02-0
15641-337,1674643-03-0
15571-188,1674544-01-0
15934-604,1691089-04-156
GR22317,1669098-01-0
15512-805,1650563-01-0
15532-888,1650559-01-0
15511-805,1650562-01-0
18030-331,1576111-01-45
15925-701,1691078-03-107
15923-603,1691077-04-324
15515-354,1640349-04-200
15924-603,1691073-01-156
15639-337,1674642-04-0
16003-605,1689706-02-78
15993-488,1695537-01-24
GR22094,1673195-01-0
18040-337,1628045-01-45
19932-568,1541421-02-0
18039-337,1628045-01-41
15984-405,1695544-01-568
15641-339,1674643-01-0
15709-995,1675482-01-39
15982-405,1695534-01-55
16008-604,1689726-01-163
15540-755,1625452-01-0
15537-779,1625449-03-0
GR22090,1673201-01-0
GR22698,1702453-01-0
2081-400,1696374-01-0
GR22701,1702440-01-0
15977-605,1689728-02-20
GR13900-000,1564697-01-0
GR18963,1604354-01-0
GR21861,1650262-01-0
GR18964,1604358-01-0
15519-888,1650549-01-0
19914-458,1730653-02-0
5290-067,1568204-01-0
9278-402,1652538-01-0
GR21380,1647498-01-0
GR21371,1647494-01-0
GR21374,1647490-01-0
19974-336,1565861-01-209
15934-605,1691089-05-156
GR22087,1673186-01-0
GR22324,1669102-01-0
15992-488,1695532-01-21
16008-602,1689728-01-163
15674-150,1675497-03-715
15537-788,1625449-01-0
15932-508,1691088-01-155
18031-331,1628043-01-200
15674-255,1675497-01-715
15925-707,1691078-02-107
15959-602,1740503-02-13
15923-602,1691077-03-324
19970-375,1560378-01-45
15641-336,1674643-04-0
15983-402,1695543-02-24
15510-345,1625582-04-39
15680-505,1675060-02-713
15681-170,1675060-03-717
GR18285,1600131-01-0
GR21449,1647536-01-0
GR21327,1648546-01-0
6083-520,1564686-01-0
GR18679,1602019-01-0
16087-502,1726697-03-02
60027-004,1703346-01-48
19936-280,1716952-01-0
15119-608,1619250-01-0
GR18428,1601316-01-0
15544-700,1625455-01-0
GR22625,1699696-02-0
GR20335,1626921-01-0
GR18216,1600103-01-0
GR21665,1650099-01-0
GR22215,1669163-01-0
GR18210,1600170-02-0
GR19727,1743292-01-0
GR21666,1650099-02-0
16003-602,1689706-01-78
3101-301,1696645-03-0
GR22759,1702420-01-0
GR21622,1648690-01-0
GR21619,1650720-01-0
GR21709,1650179-01-0
GR18505,1601300-01-0
4145-400,1645006-01-0
GR21711,1650181-01-0
GR18597,1602240-01-0
GR18521,1600177-01-0
2129-402,1691108-01-0
GR23365,1734307-02-0
GR22959,1722585-01-0
15931-501,1691082-01-651
GR23138,1743560-01-0
GR421,1596922-01-0
GR23351,1734337-01-0
GR91000-123,1564788-01-0
GR91000-124,1564800-01-0
8289-089,1645051-01-0
17035-000,1732959-01-0
GR21487,1647432-01-0
GR18765,1602199-01-0
GR18821,1602139-01-0
60074-001,1703317-01-345
GR23370,1734304-02-0
GR23380,1734306-01-0
15570-403,1666892-05-0
GR18858,1604436-01-0
GR21758,1650726-02-0
6025-520,1560311-01-0
GR21650,1650140-01-0
GR21656,1650146-01-0
17022-505,1726693-01-93
15583-655,1666914-01-0
16003-104,1713573-01-866
15500-800,1650540-03-0
GR21565,1647473-01-0
GR21958,1650308-01-0
GR21719,1650192-01-0
1144-333,1600746-01-0
2043-408,1692156-01-0
1028-400,1645047-02-0
15583-657,1666914-05-0
GR21637,1648693-01-0
GR18195,1601240-01-0
GR18624,1602220-01-0
GR18581,1602117-01-0
GR19368,1694947-01-0
1573-6011,1645061-01-0
1105-322,1648462-02-0
2036-444,1699076-01-0
16085-104,1715039-01-713
GR21863,1650264-01-0
GR4001,1578316-02-0
GR18958,1604352-01-0
GR22493,1669171-01-0
GR22413,1669153-01-0
60091-001,1703375-01-345
2051-408,1699583-02-0
17036-002,1732962-01-0
GR16020-991,1530215-01-0
GR21762,1650087-01-0
GR21765,1650091-01-0
60026-003,1703373-01-136
9299-408,1599989-01-0
15425-602,1651932-02-23
9610-076,1600010-01-0
60010-002,1703386-01-118
17021-001,1732953-01-0
18038-688,1574543-01-0
15418-603,1691072-01-23
GR22784,1696791-01-0
18138-330,1715542-01-716
15578-995,1669505-01-0
15443-603,1636643-03-23
9984-305,1560307-01-0
1352-400,1645005-02-0
GR21299,1650075-01-0
GR19637,1650209-01-0
15570-995,1666892-01-0
GR22102,1669820-01-0
GR23930,1746201-01-0
GR22950,1743550-02-0
19996-130,1727934-01-0
GR23926,1746202-01-0
60092-003,1703367-01-136
15590-588,1672873-01-0
15989-106,1715033-02-713
7230-010,1607557-01-0
1464-408,1645009-01-0
GR23393,1734300-01-0
6019-001,1737577-01-0
6080-002,1737310-01-0
1342-417,1648577-02-0
2102-408,1699073-01-0
6120-001,1725545-01-0
2095-400,1691110-01-0
9011-761L,1737182-01-0
GR23390,1734311-01-0
GR21556,1647471-01-0
GR19915,1743316-01-0
GR18413,1743318-01-0
GR19824,1743448-01-0
GR20719,1743315-02-0
GR20729,1743447-01-0
GR233,1743338-01-0
GR22811,1743340-01-0
GR20711,1743289-01-0
GR19682,1743466-01-0
1007-331,1648463-02-0
GR20288,1626870-01-0
GR20020,1694828-02-0
GR14020-440,1530225-01-0
GR20018,1694938-01-0
GR19916,1626958-01-0
GR22374,1669842-01-0
60004-100,1727939-01-0
GR22364,1669848-01-0
GR22365,1669849-02-0
GR23181,1743398-01-0
19909-855,1666903-02-0
15440-603,1636636-03-23
GR22061,1673178-01-0
GR19512,1618949-01-0
GR19525,1618958-01-0
15516-361,1625585-01-39
GR19591,1619261-01-0
GR19030,1607649-01-0
GR19163,1607536-01-0
GR18592,1602102-01-0
GR271,1562188-01-0
GR269,1600839-01-0
18081-201,1708593-02-0
15626-255,1704613-03-0
9542-320,1601996-01-0
GR23403,1734333-01-0
GR23400,1734296-02-0
GR23361,1734341-01-0
GR21448,1647546-01-0
15519-360,1625584-01-200
GR18997,1604403-01-0
GR19862,1619109-01-0
60073-003,1703340-01-136
GR19775,1627088-01-0
GR23347,1734336-01-0
GR19773,1627097-01-0
GR19771,1627103-01-0
GR23345,1734338-02-0
GR18919,1607619-01-0
GR18934,1604336-01-0
GR21632,1650127-01-0
GR21624,1650123-01-0
GR21178,1648492-01-0
16002-605,1695548-02-24
GR18059,1596863-02-0
16055-501,1726703-03-31
15935-505,1691102-01-324
4231-400,1696794-02-0
17011-504,1726695-01-02
9574-520,1601181-01-0
GR22280,1694840-01-0
19972-335,1565861-04-41
60015-003,1703381-01-136
GR23360,1734301-01-0
GR22649,1702395-01-0
6006-001,1725541-02-0
4149-400,1737314-01-0
15413-702,1651928-01-23
GR22372,1669841-01-0
GR22375,1669851-01-0
GR19948,1626971-01-0
GR18985,1602066-02-0
GR19513,1618961-01-0
GR22060,1673179-01-0
GR19534,1618971-01-0
GR19530,1618959-01-0
9363-777,1599992-01-0
15534-888,1650561-01-0
1361-076,1645025-01-0
15419-603,1651940-01-23
9396-400,1560332-01-0
GR21662,1650100-03-0
9329-013,1560350-01-0
15419-602,1651940-02-23
GR19770,1627098-01-0
GR18729,1602191-01-0
GR19479,1650222-01-0
GR22058,1669926-01-0
9232-004,1566789-02-0
GR18298,1600173-01-0
GR19485,1694877-01-0
GR19468,1694805-01-0
2045-001,1737179-01-0
GR20676,1743454-01-0
GR19639,1650210-01-0
GR19841,1694835-01-0
GR19757,1619121-01-0
GR22597,1699700-01-0
15965-502,1740504-01-13
GR23202,1743414-02-0
6101-005,1725521-01-0
15209-468,1711783-01-0
GR23401,1734296-01-0
GR23405,1734334-01-0
1301-321,1599987-01-0
60003-101,1727938-01-0
15016-300,1711785-01-0
GR18920,1607620-01-0
15675-255,1675497-01-713
GR19022,1607641-01-0
GR21258,1648472-05-0
16019-602,1689727-01-20
GR20355,1626961-01-0
GR23528,1746159-01-0
GR23661,1746224-01-0
GR23717,1746287-02-0
GR21362,1650084-01-0
19933-580,1549796-01-0
GR18257,1600109-01-0
GR21358,1691595-01-0
15981-402,1695540-02-21
GR100001,1607567-01-0
GR160,1607576-01-0
GR21612,1648696-01-0
GR21620,1648698-01-0
GR21616,1648697-01-0
GR428,1596902-01-0
18046-660,1670985-02-0
15653-338,1679841-01-0
15925-705,1691081-03-107
17020-000,1732957-01-0
19936-985,1541334-03-0
GR22283,1669907-01-0
17025-502,1726693-04-32
15935-502,1691102-05-324
17055-503,1726713-01-152
19990-660,1574546-02-0
15641-338,1674643-05-0
GR20448,1629061-02-0
15022-855,1616142-02-0
GR18391,1600161-01-0
GR21557,1650316-01-0
15925-709,1691078-04-107
17030-507,1726693-08-32
17702-890,1574548-03-0
15923-604,1691077-05-324
